transaction_real_price,city,exclusive_use_area,floor,total_parking_capacity_in_site,total_household_count_in_sites,apartment_building_count_in_sites,supply_area,total_household_count_of_area_type,room_count,bathroom_count,heat_fuel_cogeneration,heat_fuel_gas,heat_type_central,heat_type_district,heat_type_individual,front_door_structure_corridor,front_door_structure_mixed,front_door_structure_stairway
369000000,1,59.978,10,1533.0,1095,11,80.68,288,3.0,1.0,0,1,0,0,1,0,0,1
352500000,1,84.95,3,195.0,177,3,104.23,28,3.0,2.0,0,1,0,0,1,0,0,1
165000000,0,84.94,11,495.0,714,7,102.94,714,3.0,1.0,0,1,0,0,1,0,0,1
470000000,1,59.82,4,918.0,901,7,83.79,255,2.0,1.0,0,1,1,0,0,1,0,0
270000000,1,59.91,19,488.0,429,3,83.31,184,3.0,1.0,0,1,0,0,1,1,0,0
920000000,1,84.96,10,3258.0,1696,31,111.46,342,3.0,2.0,1,0,0,1,0,0,0,1
101000000,0,59.79,16,191.0,239,1,80.01,23,3.0,1.0,0,1,0,0,1,0,1,0
210000000,0,84.92,9,2252.0,1895,17,107.2,68,3.0,2.0,0,1,0,0,1,0,0,1
250000000,1,59.76,14,1544.0,1544,9,83.46,558,3.0,1.0,0,1,0,0,1,1,0,0
163500000,0,82.63,15,735.0,722,9,104.06,316,3.0,2.0,0,1,0,0,1,0,0,1
1170000000,1,49.593,15,905.0,708,5,70.8,26,2.0,1.0,1,0,0,1,0,1,0,0
252000000,0,84.15,4,2050.0,2038,23,109.09,499,3.0,1.0,0,1,0,0,1,1,0,0
340000000,1,84.94,13,3481.0,2678,25,102.02,236,3.0,2.0,0,1,0,0,1,0,0,1
880000000,1,84.97,7,1020.0,680,12,104.74,582,3.0,2.0,1,0,0,1,0,0,0,1
240000000,0,84.81,5,948.0,540,4,99.99,142,3.0,2.0,0,1,0,0,1,0,0,1
333500000,1,84.95,16,856.0,745,9,107.01,186,3.0,2.0,0,1,0,0,1,0,0,1
281000000,1,70.3,13,771.0,783,8,89.22,232,3.0,1.0,0,1,0,0,1,0,0,1
740000000,1,48.69,14,757.0,1382,16,65.1,264,2.0,1.0,1,0,0,1,0,1,0,0
685000000,0,111.4161,8,459.0,306,3,142.17,102,4.0,2.0,1,0,0,1,0,0,0,1
590000000,1,114.99,1,588.0,510,10,133.44,100,4.0,2.0,0,1,0,0,1,0,0,1
1260000000,0,266.8181,33,733.0,364,3,324.81,2,6.0,4.0,0,1,0,0,1,0,0,1
87500000,0,59.94,1,1422.0,1422,15,75.18,648,3.0,1.0,1,0,0,1,0,1,0,0
39700000,0,36.16,10,1600.0,1320,10,52.55,150,2.0,1.0,0,1,0,0,1,1,0,0
750000000,1,114.86,22,1344.0,1012,15,143.24,162,4.0,2.0,0,1,0,0,1,0,0,1
440000000,1,66.87,10,2300.0,2400,18,90.97,663,3.0,1.0,0,1,1,0,0,1,0,0
190000000,0,84.97,10,541.0,987,13,102.63,548,3.0,2.0,0,1,0,0,1,0,0,1
275000000,1,59.83,14,708.0,570,8,72.45,131,3.0,1.0,0,1,0,0,1,1,0,0
420550000,1,84.98,2,319.0,192,6,109.83,64,3.0,2.0,0,1,0,0,1,0,0,1
269000000,0,59.9,2,481.0,799,6,79.54,40,3.0,1.0,1,0,0,1,0,0,0,1
208000000,1,49.94,14,1999.0,2856,32,71.0,240,2.0,1.0,1,0,0,1,0,1,0,0
260000000,0,84.93,10,421.0,413,2,109.55,145,3.0,2.0,0,1,0,0,1,0,0,1
545000000,1,131.336,5,380.0,258,4,162.45,14,5.0,2.0,0,1,0,0,1,0,0,1
557000000,1,59.9,9,2776.0,2298,27,82.54,384,3.0,1.0,0,1,0,0,1,0,0,1
315500000,1,59.68,11,898.0,718,11,80.96,160,3.0,1.0,0,1,0,0,1,0,0,1
110000000,0,59.76,15,1673.0,1424,18,74.85,284,3.0,1.0,0,1,0,0,1,0,0,1
153000000,0,78.66,3,120.0,116,1,98.53,30,3.0,1.0,0,1,0,0,1,1,0,0
250000000,1,49.5,8,677.0,1476,15,64.98,594,3.0,1.0,1,0,0,1,0,1,0,0
430000000,1,72.185,17,1080.0,982,14,90.64,272,3.0,1.0,0,1,1,0,0,0,0,1
649000000,1,59.606,11,852.0,840,12,79.52,449,3.0,2.0,1,0,0,1,0,0,0,1
400000000,1,84.546,12,121.0,119,1,106.25,57,3.0,2.0,0,1,0,0,1,0,0,1
639990000,1,114.65,7,1163.0,967,11,148.34,3,4.0,2.0,0,1,0,0,1,0,0,1
1050000000,1,84.97,1,937.0,496,9,110.78,80,3.0,2.0,0,1,0,0,1,0,0,1
720000000,1,122.021,7,805.0,611,9,149.98,81,4.0,2.0,0,1,0,0,1,0,0,1
413000000,1,59.96,10,633.0,557,7,83.04,56,3.0,1.0,1,0,0,1,0,1,0,0
164000000,0,55.44,15,488.0,275,1,76.03,6,2.0,1.0,0,1,0,0,1,1,0,0
342000000,1,114.95,7,1179.0,987,13,141.49,198,4.0,2.0,1,0,0,1,0,0,0,1
379000000,1,84.3,6,310.0,283,5,105.81,193,3.0,2.0,0,1,0,0,1,0,0,1
590000000,1,84.96,12,202.0,200,3,104.8,126,3.0,2.0,0,1,0,0,1,0,0,1
500000000,1,84.82,2,139.0,125,2,106.85,22,3.0,2.0,0,1,0,0,1,0,0,1
420000000,1,84.545,5,102.0,136,1,109.53,66,3.0,2.0,0,1,0,0,1,0,0,1
40000000,0,60.75,1,130.0,130,2,68.47,20,3.0,1.0,0,1,0,0,1,0,0,1
307000000,0,84.9512,18,250.0,250,3,116.76,65,3.0,2.0,0,1,0,0,1,0,0,1
253000000,0,83.85,4,71.0,113,1,108.15,66,3.0,2.0,0,1,0,0,1,1,0,0
185000000,1,60.0,10,115.0,104,1,83.24,44,2.0,1.0,0,1,0,0,1,1,0,0
230000000,1,84.79,3,900.0,900,8,104.45,180,3.0,2.0,0,1,0,0,1,0,0,1
115000000,0,84.73,11,830.0,1741,16,100.93,120,3.0,2.0,0,1,0,0,1,0,0,1
328000000,1,39.6,8,1410.0,1403,7,56.36,567,2.0,1.0,1,0,0,1,0,1,0,0
70000000,0,40.13,4,84.0,700,16,45.96,1,2.0,1.0,0,1,0,0,1,0,0,1
58500000,0,42.3,4,460.0,460,12,49.5,460,3.0,1.0,0,1,0,0,1,0,0,1
507000000,1,84.99,5,492.0,433,6,109.13,80,3.0,2.0,0,1,0,0,1,0,0,1
255000000,1,58.64,10,1188.0,1329,16,78.34,165,2.0,1.0,0,1,0,0,1,1,0,0
410000000,1,84.98,2,350.0,326,7,107.66,253,3.0,2.0,0,1,0,0,1,0,0,1
218000000,0,84.9471,7,327.0,315,5,113.14,1,3.0,2.0,0,1,0,0,1,0,0,1
400000000,1,84.93,1,571.0,481,5,108.44,197,3.0,2.0,0,1,1,0,0,0,0,1
177000000,0,84.95,2,1367.0,1408,10,104.32,520,3.0,2.0,0,1,0,0,1,0,0,1
990000000,1,121.53,7,2040.0,1302,18,155.7,520,4.0,2.0,0,1,0,0,1,0,0,1
570000000,1,114.83,6,506.0,400,6,140.04,76,4.0,2.0,0,1,0,0,1,0,0,1
260000000,1,58.71,12,233.0,678,6,83.1,407,2.0,1.0,0,1,0,0,1,1,0,0
2650000000,1,134.9023,5,4443.0,3002,34,167.32,404,4.0,2.0,1,0,0,1,0,0,0,1
104000000,0,84.9,6,1469.0,1468,16,101.41,718,3.0,2.0,0,1,0,0,1,0,0,1
240000000,1,58.14,4,1016.0,1016,9,79.91,838,3.0,1.0,1,0,0,1,0,1,0,0
315000000,1,84.9991,14,225.0,213,2,113.33,118,3.0,2.0,0,1,0,0,1,0,0,1
517000000,1,84.87,15,1351.0,1300,12,108.4,559,3.0,2.0,0,1,0,0,1,0,0,1
155000000,1,45.55,6,469.0,939,9,60.07,120,2.0,1.0,1,0,0,1,0,1,0,0
1200000000,1,114.62,6,1767.0,1264,26,152.56,33,4.0,2.0,0,1,0,0,1,0,0,1
1375000000,1,122.867,15,2322.0,617,3,163.2,178,3.0,2.0,0,1,0,0,1,0,0,1
135000000,0,59.8,18,422.0,424,4,79.5,238,3.0,1.0,0,1,0,0,1,0,0,1
300000000,1,59.57,13,2504.0,1983,26,80.22,828,3.0,1.0,0,1,0,0,1,0,0,1
242500000,1,59.95,20,1525.0,1281,11,85.19,544,3.0,1.0,0,1,0,0,1,1,0,0
135000000,0,58.01,14,2716.0,2716,20,76.81,1,2.0,1.0,0,1,1,0,0,1,0,0
770000000,1,114.96,19,638.0,638,4,147.7,176,4.0,2.0,1,0,0,1,0,0,0,1
570000000,1,84.9,6,1140.0,948,12,105.77,948,3.0,2.0,0,1,1,0,0,0,0,1
360000000,0,84.98,7,3410.0,1926,29,110.88,432,3.0,2.0,0,1,0,0,1,0,0,1
58730000,0,48.598,19,423.0,476,2,72.0,114,2.0,1.0,0,1,0,0,1,1,0,0
189000000,0,84.6,3,339.0,350,6,103.26,107,3.0,2.0,0,1,0,0,1,0,0,1
376500000,0,131.07,7,2252.0,1895,17,157.42,338,4.0,2.0,0,1,0,0,1,0,0,1
710000000,1,101.9,16,1119.0,571,15,126.53,32,3.0,2.0,1,0,0,1,0,0,0,1
375000000,1,84.85,7,125.0,101,1,102.66,64,3.0,2.0,0,1,0,0,1,0,0,1
525000000,1,84.86,17,515.0,654,4,109.1,314,3.0,2.0,0,1,0,0,1,0,0,1
326000000,1,59.59,4,802.0,860,8,81.0,275,3.0,1.0,0,1,0,0,1,1,0,0
382000000,1,84.84,11,2084.0,1830,16,109.5,82,3.0,2.0,0,1,0,0,1,0,0,1
350000000,0,82.61,7,432.0,432,3,108.03,168,3.0,1.0,0,1,0,0,1,1,0,0
256000000,0,84.9676,5,431.0,388,5,112.99,58,3.0,2.0,0,1,0,0,1,0,0,1
300000000,1,84.99600000000002,11,245.0,198,2,109.36,70,3.0,2.0,0,1,0,0,1,0,0,1
270000000,0,84.85,11,1556.0,1102,17,109.87,118,3.0,2.0,1,0,0,1,0,0,0,1
715000000,0,180.56,8,554.0,252,13,216.62,16,4.0,2.0,1,0,0,1,0,0,0,1
387500000,1,59.99,11,1426.0,1332,20,79.34,252,3.0,2.0,0,1,0,0,1,0,0,1
345000000,1,87.57,5,342.0,600,3,115.32,600,3.0,2.0,1,0,0,1,0,1,0,0
600000000,1,84.79,7,658.0,551,10,108.52,173,3.0,2.0,1,0,0,1,0,0,0,1
116500000,0,79.07,4,1578.0,2544,18,105.54,120,3.0,1.0,0,1,0,0,1,1,0,0
190000000,0,59.8,24,3776.0,3382,35,78.1,200,3.0,1.0,0,1,0,0,1,0,0,1
460000000,1,114.78,5,1803.0,1597,8,143.28,410,4.0,2.0,0,1,1,0,0,0,0,1
1265000000,1,84.79,12,9766.0,6864,66,108.82,216,3.0,2.0,1,0,0,1,0,0,0,1
150000000,0,59.6,16,682.0,824,9,80.33,552,3.0,1.0,1,0,0,1,0,0,0,1
630000000,1,59.3,17,196.0,165,2,80.09,53,3.0,1.0,0,1,0,0,1,0,0,1
248000000,0,125.775,2,597.0,532,6,148.74,76,4.0,2.0,0,1,0,0,1,0,0,1
580000000,1,84.99,5,244.0,215,3,106.19,0,3.0,2.0,0,1,0,0,1,0,0,1
200000000,0,116.76,10,109.0,299,2,134.88,66,4.0,2.0,0,1,0,0,1,0,0,1
297000000,1,50.03,12,2968.0,3710,33,66.24,1330,2.0,1.0,0,1,1,0,0,1,0,0
250000000,0,84.94,21,507.0,270,2,116.09,25,3.0,2.0,0,1,0,0,1,0,0,1
280000000,0,84.9949,6,1875.0,1627,13,109.62,929,3.0,2.0,0,1,0,0,1,0,0,1
115000000,0,84.98,25,955.0,894,5,104.42,546,3.0,2.0,0,1,0,0,1,0,0,1
405000000,1,84.2,13,1120.0,2213,26,111.38,225,3.0,1.0,1,0,0,1,0,1,0,0
1930000000,1,182.2,7,816.0,678,9,194.15,150,5.0,2.0,1,0,0,1,0,0,0,1
280000000,0,84.98,9,780.0,725,6,104.01,289,3.0,2.0,0,1,0,0,1,0,0,1
581000000,1,101.76,10,293.0,162,4,126.6,84,3.0,2.0,1,0,0,1,0,0,0,1
378000000,0,126.638,7,1578.0,922,9,150.81,200,4.0,2.0,0,1,0,0,1,0,0,1
290000000,0,84.98,17,619.0,362,3,108.11,266,3.0,2.0,0,1,0,0,1,0,0,1
478000000,1,84.95,17,2776.0,2298,27,108.54,804,3.0,2.0,0,1,0,0,1,0,0,1
365000000,1,84.21,3,327.0,499,5,106.64,162,3.0,2.0,0,1,0,0,1,0,0,1
329000000,1,59.92,2,409.0,353,6,82.63,75,3.0,1.0,1,0,0,1,0,1,0,0
234000000,0,84.98,5,4515.0,2637,30,108.11,662,3.0,2.0,0,1,0,0,1,0,0,1
80000000,1,39.6,12,326.0,410,3,55.37,100,2.0,1.0,0,1,1,0,0,1,0,0
375000000,0,84.6389,24,4599.0,2752,14,113.65,772,3.0,2.0,0,1,0,0,1,0,0,1
630000000,1,70.2,8,1397.0,2161,34,96.02,536,3.0,1.0,1,0,0,1,0,1,0,0
488000000,1,102.7,3,2488.0,1244,28,126.48,492,4.0,2.0,1,0,0,1,0,0,0,1
940000000,1,72.51,5,4026.0,3590,99,72.73,1490,3.0,1.0,0,1,1,0,0,0,0,1
223500000,1,56.49,12,118.0,591,5,76.65,264,2.0,1.0,0,1,0,0,1,1,0,0
446000000,1,59.94,15,652.0,625,5,83.82,313,3.0,1.0,0,1,0,0,1,1,0,0
185000000,1,46.8,10,1590.0,1590,9,63.74,455,2.0,1.0,0,1,1,0,0,1,0,0
368000000,1,59.91,4,350.0,292,6,75.55,15,3.0,1.0,0,1,0,0,1,0,0,1
300000000,0,84.9402,9,865.0,800,7,107.83,434,3.0,2.0,0,1,0,0,1,0,0,1
79070000,0,59.87,12,194.0,241,3,86.39,181,3.0,1.0,0,1,0,0,1,0,0,1
257000000,1,59.85,9,550.0,571,4,84.27,167,2.0,1.0,0,1,1,0,0,1,0,0
261000000,1,84.61,11,205.0,274,4,111.47,138,3.0,2.0,0,1,0,0,1,0,0,1
57500000,0,84.64,1,134.0,209,1,103.93,60,3.0,1.0,0,1,0,0,1,0,0,1
395000000,1,84.94,15,253.0,229,2,108.85,19,3.0,2.0,0,1,0,0,1,0,0,1
238000000,1,84.9696,2,241.0,212,4,109.25,116,3.0,2.0,0,1,0,0,1,0,0,1
492000000,0,84.6389,32,4599.0,2752,14,113.65,772,3.0,2.0,0,1,0,0,1,0,0,1
579000000,1,81.48,1,273.0,219,1,110.69,168,3.0,2.0,0,1,0,0,1,0,0,1
183000000,1,49.76,18,170.0,290,2,63.34,38,2.0,1.0,0,1,0,0,1,0,0,1
385000000,1,84.62,16,150.0,145,1,107.55,34,3.0,2.0,0,1,0,0,1,0,0,1
560000000,0,126.9004,22,4599.0,2752,14,166.87,384,4.0,2.0,0,1,0,0,1,0,0,1
240000000,1,45.55,6,2800.0,2830,23,60.26,90,2.0,1.0,1,0,0,1,0,1,0,0
452000000,1,73.133,10,2554.0,2462,31,100.88,702,3.0,2.0,0,1,0,0,1,0,0,1
550000000,1,84.99,19,222.0,214,3,110.42,75,3.0,2.0,0,1,0,0,1,0,0,1
130000000,1,59.94,4,208.0,193,1,86.06,43,3.0,1.0,0,1,0,0,1,1,0,0
2950000000,1,198.41,4,720.0,960,13,213.46,180,5.0,2.0,1,0,0,1,0,0,0,1
266000000,0,84.91,13,862.0,831,12,108.9,288,3.0,2.0,0,1,0,0,1,0,0,1
225000000,0,134.97,3,643.0,632,9,166.95,216,4.0,2.0,1,0,0,1,0,0,0,1
699000000,1,84.949,10,2185.0,1622,22,109.51,230,3.0,2.0,0,1,0,0,1,0,0,1
177500000,1,39.6,5,272.0,840,4,51.55,360,2.0,1.0,1,0,0,1,0,1,0,0
520000000,1,84.95,7,293.0,241,3,110.41,111,3.0,2.0,0,1,0,0,1,0,0,1
305000000,1,59.7,13,517.0,855,10,81.27,315,3.0,1.0,0,1,0,0,1,1,0,0
560000000,1,84.92299999999999,8,426.0,297,2,112.4,124,3.0,2.0,0,1,0,0,1,0,0,1
84500000,0,84.98,8,136.0,217,2,101.43,114,3.0,2.0,0,1,0,0,1,0,0,1
515000000,1,84.97,9,3310.0,2517,42,107.49,1045,3.0,2.0,1,0,0,1,0,0,0,1
174000000,1,59.91,1,325.0,322,4,77.35,133,3.0,1.0,0,1,0,0,1,1,0,0
325000000,0,127.26,14,350.0,450,2,147.49,42,4.0,2.0,0,1,0,0,1,0,0,1
158000000,0,59.8,25,3776.0,3382,35,80.01,1184,3.0,1.0,0,1,0,0,1,0,0,1
685000000,1,84.96,8,275.0,195,4,110.2,17,3.0,2.0,0,1,0,0,1,0,0,1
153000000,1,34.44,6,257.0,660,4,46.57,210,2.0,1.0,1,0,0,1,0,1,0,0
110630000,0,84.34,3,1440.0,1780,16,114.6,510,3.0,2.0,0,1,0,0,1,0,0,1
127000000,0,59.94,17,536.0,498,5,80.03,72,2.0,1.0,0,1,0,0,1,0,0,1
205000000,0,84.986,5,166.0,163,3,112.78,149,3.0,2.0,0,1,0,0,1,0,0,1
338000000,1,49.94,2,600.0,1944,16,70.35,486,2.0,1.0,1,0,0,1,0,1,0,0
320000000,1,84.94,8,3481.0,2678,25,102.02,164,3.0,2.0,0,1,0,0,1,0,0,1
832500000,1,84.95,15,760.0,558,6,110.16,221,3.0,2.0,0,1,0,0,1,0,0,1
54000000,0,26.96,19,178.0,432,1,36.78,15,1.0,1.0,0,1,1,0,0,1,0,0
430000000,0,84.945,23,376.0,336,4,111.44,290,3.0,2.0,0,1,0,0,1,0,0,1
88000000,0,59.36,3,363.0,352,3,76.65,144,3.0,1.0,0,1,0,0,1,0,0,1
700000000,0,117.745,30,3728.0,1631,3,176.16,1,3.0,2.0,0,1,0,0,1,0,0,1
550000000,1,114.46,14,639.0,1332,9,139.51,396,4.0,2.0,0,1,0,0,1,0,0,1
80000000,0,41.67,3,188.0,230,4,49.38,156,2.0,1.0,0,1,0,0,1,0,0,1
93000000,0,78.11,17,2169.0,2181,15,97.99,250,3.0,1.0,0,1,1,0,0,1,0,0
220000000,0,84.9813,19,413.0,410,4,114.56,410,3.0,2.0,0,1,0,0,1,0,0,1
670000000,1,84.97,15,3310.0,2517,42,107.49,120,3.0,2.0,1,0,0,1,0,0,0,1
570000000,1,112.78,18,2990.0,2182,22,142.0,460,4.0,2.0,0,1,0,0,1,0,0,1
222350000,0,84.6588,2,918.0,712,15,111.33,152,3.0,2.0,0,1,0,0,1,0,0,1
290000000,1,84.87,10,384.0,480,5,102.76,231,3.0,1.0,0,1,0,0,1,0,0,1
185000000,1,59.8587,1,262.0,223,4,78.93,85,3.0,2.0,0,1,0,0,1,0,0,1
277000000,0,83.7711,14,1024.0,989,10,116.07,117,3.0,2.0,0,1,0,0,1,0,0,1
168080000,0,84.6588,10,918.0,712,15,111.33,152,3.0,2.0,0,1,0,0,1,0,0,1
220000000,0,101.85,5,479.0,432,4,125.39,48,3.0,2.0,0,1,0,0,1,0,0,1
900000000,1,66.6,1,1285.0,2550,34,89.88,959,3.0,1.0,1,0,0,1,0,1,0,0
430000000,0,132.49200000000002,3,2918.0,1536,18,157.01,84,4.0,2.0,0,1,0,0,1,1,0,0
168000000,1,52.89,3,264.0,264,2,66.12,220,2.0,1.0,0,1,0,0,1,0,0,1
136000000,0,59.9,8,191.0,330,2,85.02,205,3.0,1.0,0,1,0,0,1,1,0,0
209000000,0,84.986,5,166.0,163,3,112.78,149,3.0,2.0,0,1,0,0,1,0,0,1
130000000,0,84.87,13,82.0,189,3,103.24,173,3.0,2.0,0,1,0,0,1,0,0,1
188000000,0,78.01,10,405.0,448,5,101.76,195,3.0,2.0,0,1,0,0,1,0,0,1
330000000,0,84.72,5,2918.0,1536,18,108.87,300,3.0,1.0,0,1,0,0,1,1,0,0
186000000,1,54.59,1,994.0,3315,21,77.01,810,3.0,1.0,1,0,0,1,0,1,0,0
148000000,0,49.82,2,1440.0,1780,16,67.69,320,2.0,1.0,0,1,0,0,1,1,0,0
253000000,0,84.94,2,1690.0,1122,16,109.36,350,3.0,2.0,0,1,0,0,1,0,0,1
855000000,1,84.8,21,7712.0,5678,72,111.52,2938,3.0,2.0,1,0,0,1,0,0,0,1
70000000,0,48.65,3,312.0,312,4,59.62,24,2.0,1.0,0,1,0,0,1,0,0,1
400000000,1,59.43,5,2968.0,3710,33,77.92,1260,3.0,1.0,0,1,1,0,0,1,0,0
134000000,1,59.94,3,271.0,270,3,84.92,124,2.0,1.0,0,1,0,0,1,1,0,0
505000000,1,59.98,17,512.0,430,9,79.43,72,2.0,1.0,0,1,0,0,1,0,0,1
235000000,1,84.41,15,138.0,209,2,105.6,156,3.0,2.0,0,1,0,0,1,0,0,1
405000000,1,84.8768,7,648.0,554,7,110.02,554,3.0,2.0,0,1,0,0,1,0,0,1
55500000,0,58.8,19,188.0,299,2,76.38,125,3.0,1.0,0,1,0,0,1,0,0,1
253000000,1,84.72,17,1691.0,1317,6,109.56,524,3.0,2.0,0,1,1,0,0,0,0,1
205000000,0,84.88799999999998,14,2381.0,1391,14,107.97,134,3.0,2.0,0,1,0,0,1,0,0,1
720000000,1,72.34,2,835.0,464,7,87.91,193,3.0,1.0,0,1,0,0,1,0,0,1
522500000,1,84.789,18,1002.0,859,11,107.96,187,3.0,2.0,0,1,0,0,1,0,0,1
478000000,0,131.7788,18,1174.0,680,7,165.47,53,3.0,2.0,0,1,0,0,1,0,1,0
409000000,1,84.69,14,581.0,548,7,111.01,56,3.0,2.0,1,0,0,1,0,0,0,1
273000000,1,59.42,8,517.0,514,6,79.62,284,3.0,1.0,0,1,0,0,1,1,0,0
330000000,1,84.92,2,517.0,499,5,108.75,6,3.0,2.0,0,1,0,0,1,0,0,1
590000000,1,84.822,16,1401.0,1444,11,106.94,429,3.0,2.0,0,1,1,0,0,0,0,1
321000000,1,84.49,11,832.0,829,10,108.08,248,3.0,2.0,0,1,0,0,1,0,0,1
390000000,1,114.89,18,794.0,671,8,143.83,160,4.0,2.0,0,1,0,0,1,0,0,1
120000000,0,84.945,15,288.0,496,4,104.97,386,3.0,2.0,0,1,0,0,1,0,0,1
650000000,1,115.65,14,1353.0,960,17,137.88,888,4.0,2.0,0,1,1,0,0,0,0,1
198000000,0,59.94,16,643.0,632,9,74.14,284,3.0,1.0,1,0,0,1,0,0,0,1
261500000,0,84.92,15,148.0,197,1,101.8,69,3.0,2.0,0,1,0,0,1,0,0,1
510000000,1,84.95,8,192.0,141,4,108.13,34,3.0,2.0,0,1,0,0,1,0,1,0
330000000,1,84.97,11,146.0,145,1,104.38,60,3.0,2.0,0,1,0,0,1,0,0,1
580000000,1,114.18,5,1077.0,976,15,139.65,260,4.0,2.0,0,1,0,0,1,0,0,1
96000000,0,59.9,5,139.0,159,1,83.34,72,3.0,1.0,0,1,0,0,1,0,0,1
550000000,1,84.69,1,2022.0,2065,14,110.67,1032,3.0,2.0,0,1,1,0,0,0,0,1
600000000,1,84.99,15,450.0,266,3,106.01,14,3.0,2.0,0,1,0,0,1,1,0,0
100500000,0,68.13,12,276.0,276,3,86.55,138,3.0,1.0,0,1,0,0,1,0,0,1
810000000,1,126.65,9,2780.0,2198,40,158.65,272,4.0,2.0,0,1,0,0,1,0,0,1
359000000,1,84.99,2,208.0,170,3,106.62,86,3.0,2.0,0,1,0,0,1,0,0,1
1900000000,1,116.39,8,300.0,408,4,126.25,192,3.0,2.0,1,0,0,1,0,0,0,1
1220000000,1,76.5,2,3930.0,3930,30,112.39,1170,3.0,1.0,1,0,0,1,0,1,0,0
698000000,1,85.0,1,1979.0,1164,21,109.27,610,3.0,2.0,0,1,0,0,1,0,0,1
380000000,1,83.38,3,517.0,855,10,100.08,465,3.0,1.0,0,1,0,0,1,0,0,1
280000000,1,54.0,17,392.0,368,2,82.98,184,2.0,1.0,0,1,0,0,1,0,1,0
750000000,1,114.71,5,1610.0,1689,17,145.72,105,4.0,2.0,0,1,0,0,1,0,0,1
66000000,0,67.97,1,359.0,576,6,86.63,576,3.0,1.0,0,1,0,0,1,0,0,1
418000000,0,84.6528,29,4599.0,2752,14,114.16,270,3.0,2.0,0,1,0,0,1,0,0,1
270000000,1,58.46,2,2328.0,2328,18,80.31,528,2.0,1.0,1,0,0,1,0,1,0,0
84000000,0,84.6,20,150.0,143,1,106.88,120,3.0,2.0,0,1,0,0,1,0,0,1
218000000,1,41.3,9,900.0,900,8,60.33,120,2.0,1.0,0,1,0,0,1,1,0,0
363000000,1,84.97,12,2088.0,1634,28,112.04,893,3.0,2.0,0,1,0,0,1,0,0,1
900000000,1,96.65,8,1842.0,1842,26,104.6,0,3.0,1.0,1,0,0,1,0,0,0,1
258000000,1,76.32,4,164.0,120,1,95.0,36,0.0,0.0,0,1,0,0,1,1,0,0
270000000,1,38.64,7,2328.0,2328,18,50.4,360,2.0,1.0,1,0,0,1,0,1,0,0
542500000,1,114.49,1,563.0,478,7,143.14,99,4.0,2.0,0,1,0,0,1,0,0,1
312000000,1,84.94,14,3481.0,2678,25,102.02,236,3.0,2.0,0,1,0,0,1,0,0,1
650000000,1,84.96,18,245.0,243,2,109.41,119,3.0,2.0,0,1,0,0,1,0,0,1
350000000,0,84.9579,9,754.0,478,6,116.92,63,3.0,2.0,0,1,0,0,1,0,0,1
254000000,1,59.94,5,3940.0,3003,25,82.42,580,3.0,1.0,0,1,0,0,1,0,0,1
115000000,0,84.96,9,584.0,730,5,105.79,490,3.0,2.0,0,1,0,0,1,0,0,1
213000000,0,44.45,23,717.0,674,5,65.14,6,1.0,1.0,0,1,0,0,1,1,0,0
207000000,1,59.26,2,130.0,178,1,79.99,96,2.0,1.0,0,1,0,0,1,1,0,0
240000000,1,43.92,25,1314.0,1162,7,56.68,219,1.0,1.0,0,1,1,0,0,1,0,0
208000000,0,84.99,2,1573.0,1733,13,102.69,628,3.0,2.0,0,1,0,0,1,0,0,1
920000000,1,124.62,13,616.0,299,6,158.32,72,4.0,2.0,0,1,0,0,1,0,0,1
269000000,1,84.94,3,130.0,146,3,98.59,131,3.0,2.0,0,1,0,0,1,0,0,1
179000000,1,47.11,1,190.0,190,4,47.89,23,2.0,1.0,0,1,0,0,1,1,0,0
575000000,1,84.98,30,4596.0,3226,40,112.47,422,3.0,2.0,0,1,0,0,1,0,0,1
695000000,1,84.98,16,1415.0,1102,14,107.12,429,3.0,2.0,0,1,0,0,1,0,0,1
575000000,0,150.8,29,1616.0,1082,10,183.34,124,5.0,2.0,0,1,0,0,1,0,0,1
98000000,0,58.46,4,1418.0,4056,26,80.24,528,2.0,1.0,0,1,0,0,1,1,0,0
593000000,1,105.0526,9,250.0,195,5,139.97,16,3.0,2.0,0,1,0,0,1,0,0,1
263500000,0,71.833,16,393.0,412,3,90.81,109,3.0,1.0,0,1,0,0,1,0,0,1
500000000,1,59.9,14,635.0,597,12,84.91,315,3.0,2.0,0,1,0,0,1,0,0,1
345000000,1,49.94,3,4471.0,2634,21,73.22,270,2.0,1.0,1,0,0,1,0,1,0,0
310000000,1,59.58,12,2110.0,2496,23,83.38,636,3.0,1.0,0,1,0,0,1,1,0,0
273000000,1,59.76,8,1803.0,1597,8,87.63,440,2.0,1.0,0,1,1,0,0,1,0,0
380000000,1,82.14,6,205.0,122,1,106.65,23,3.0,2.0,0,1,0,0,1,0,0,1
395000000,1,84.93,17,706.0,600,8,108.05,162,3.0,2.0,0,1,0,0,1,0,0,1
247500000,0,84.94,3,507.0,270,2,116.09,25,3.0,2.0,0,1,0,0,1,0,0,1
320000000,0,84.97,3,1915.0,987,13,112.79,149,3.0,2.0,0,1,0,0,1,0,1,0
439000000,0,126.638,18,1578.0,922,9,150.81,200,4.0,2.0,0,1,0,0,1,0,0,1
240000000,0,144.61,14,541.0,987,13,166.6,100,4.0,2.0,0,1,0,0,1,0,0,1
